,Date,Time,Außentemperatur Aktuell[SYSTEM0],Wärmeanforderung Fernsteuerung (N1) Aktuell[SYSTEM0],Leistungsanforderung Fernsteuerung (N1) Aktuell[SYSTEM0],Istleistung Aktuell[WE0],Kesseltemperatur Aktuell[WE0],Wärmeleistung VPT Aktuell[WE0],Tageswärmemenge (Vortag) Gesamt[WE0],Tageswärmemenge (Vortag) Heizbetrieb[WE0],Tageswärmemenge (Vortag) Warmwasserbetrieb[WE0],Raumsolltemperatur Aktuell[HZK0],Unnamed: 12
610,24.04.2022,16:19:08,20.0,0,0,0.0,40.6,3.1,25.9,25.9,0.0,21.0,
611,24.04.2022,16:19:48,19.9,0,0,0.0,37.6,1.2,25.9,25.9,0.0,21.0,
612,24.04.2022,16:20:28,20.0,0,0,0.0,36.4,1.5,25.9,25.9,0.0,21.0,
613,24.04.2022,16:21:08,20.0,0,0,0.0,35.0,1.1,25.9,25.9,0.0,21.0,
614,24.04.2022,16:21:48,20.0,0,0,0.0,34.0,1.0,25.9,25.9,0.0,21.0,
615,24.04.2022,16:22:28,20.0,0,0,0.0,33.1,0.9,25.9,25.9,0.0,21.0,
616,24.04.2022,16:23:08,20.0,0,0,0.0,32.4,0.8,25.9,25.9,0.0,21.0,
617,24.04.2022,16:23:48,20.0,0,0,0.0,31.8,0.7,25.9,25.9,0.0,21.0,
618,24.04.2022,16:24:28,20.2,0,0,0.0,31.4,0.6,25.9,25.9,0.0,21.0,
619,24.04.2022,16:25:08,20.2,0,0,59.5,31.0,0.8,25.9,25.9,0.0,21.0,
620,24.04.2022,16:25:48,20.2,0,0,18.2,39.1,5.4,25.9,25.9,0.0,21.0,
621,24.04.2022,16:26:28,20.2,0,0,16.6,40.0,3.9,25.9,25.9,0.0,21.0,
622,24.04.2022,16:27:08,20.2,0,0,16.7,40.9,4.1,25.9,25.9,0.0,21.0,
623,24.04.2022,16:27:48,20.2,0,0,0.0,40.4,2.8,25.9,25.9,0.0,21.0,
624,24.04.2022,16:28:28,20.2,0,0,0.0,37.6,1.2,25.9,25.9,0.0,21.0,
625,24.04.2022,16:29:08,20.2,0,0,0.0,36.4,1.4,25.9,25.9,0.0,21.0,
626,24.04.2022,16:29:48,20.2,0,0,0.0,35.1,1.1,25.9,25.9,0.0,21.0,
627,24.04.2022,16:30:28,20.2,0,0,0.0,34.1,1.0,25.9,25.9,0.0,21.0,
628,24.04.2022,16:31:08,20.2,0,0,0.0,33.2,0.9,25.9,25.9,0.0,21.0,
629,24.04.2022,16:31:48,20.2,0,0,0.0,32.5,0.8,25.9,25.9,0.0,21.0,
630,24.04.2022,16:32:28,20.2,0,0,0.0,32.0,0.7,25.9,25.9,0.0,21.0,
631,24.04.2022,16:33:08,20.2,0,0,0.0,31.5,0.6,25.9,25.9,0.0,21.0,
632,24.04.2022,16:33:48,20.3,0,0,0.0,31.1,0.5,25.9,25.9,0.0,21.0,
633,24.04.2022,16:34:28,20.3,0,0,59.5,30.8,0.5,25.9,25.9,0.0,21.0,
634,24.04.2022,16:35:08,20.3,0,0,18.3,39.0,5.3,25.9,25.9,0.0,21.0,
635,24.04.2022,16:35:48,20.3,0,0,16.7,39.9,3.9,25.9,25.9,0.0,21.0,
636,24.04.2022,16:36:28,20.3,0,0,16.7,40.8,4.0,25.9,25.9,0.0,21.0,
637,24.04.2022,16:37:08,20.2,0,0,0.0,40.4,2.9,25.9,25.9,0.0,21.0,
638,24.04.2022,16:37:48,20.2,0,0,0.0,37.5,1.2,25.9,25.9,0.0,21.0,
639,24.04.2022,16:38:28,20.2,0,0,0.0,36.2,1.5,25.9,25.9,0.0,21.0,
640,24.04.2022,16:39:08,20.2,0,0,0.0,34.9,1.1,25.9,25.9,0.0,21.0,
641,24.04.2022,16:39:48,20.2,0,0,0.0,33.9,1.0,25.9,25.9,0.0,21.0,
642,24.04.2022,16:40:28,20.2,0,0,0.0,33.1,0.9,25.9,25.9,0.0,21.0,
643,24.04.2022,16:41:08,20.0,0,0,0.0,32.4,0.8,25.9,25.9,0.0,21.0,
644,24.04.2022,16:41:48,20.0,0,0,0.0,31.8,0.7,25.9,25.9,0.0,21.0,
645,24.04.2022,16:42:28,20.0,0,0,0.0,31.3,0.6,25.9,25.9,0.0,21.0,
646,24.04.2022,16:43:08,20.0,0,0,0.0,31.0,0.5,25.9,25.9,0.0,21.0,
647,24.04.2022,16:43:48,20.0,0,0,52.5,35.4,8.6,25.9,25.9,0.0,21.0,
648,24.04.2022,16:44:28,20.0,0,0,16.7,39.2,4.0,25.9,25.9,0.0,21.0,
649,24.04.2022,16:45:08,20.0,0,0,16.7,40.2,4.0,25.9,25.9,0.0,21.0,
650,24.04.2022,16:45:48,20.0,0,0,55.2,41.0,2.0,25.9,25.9,0.0,21.0,
651,24.04.2022,16:46:28,20.2,0,0,0.0,38.9,2.0,25.9,25.9,0.0,21.0,
652,24.04.2022,16:47:08,20.2,0,0,0.0,37.1,1.4,25.9,25.9,0.0,21.0,
653,24.04.2022,16:47:48,20.2,0,0,0.0,35.6,1.3,25.9,25.9,0.0,21.0,
654,24.04.2022,16:48:28,20.2,0,0,0.0,34.5,1.1,25.9,25.9,0.0,21.0,
655,24.04.2022,16:49:08,20.2,0,0,0.0,33.6,0.9,25.9,25.9,0.0,21.0,
656,24.04.2022,16:49:48,20.3,0,0,0.0,32.8,0.8,25.9,25.9,0.0,21.0,
657,24.04.2022,16:50:28,20.3,0,0,0.0,32.2,0.7,25.9,25.9,0.0,21.0,
658,24.04.2022,16:51:08,20.3,0,0,0.0,31.7,0.6,25.9,25.9,0.0,21.0,
659,24.04.2022,16:51:48,20.3,0,0,0.0,31.3,0.5,25.9,25.9,0.0,21.0,
660,24.04.2022,16:52:28,20.3,0,0,0.0,31.0,0.5,25.9,25.9,0.0,21.0,
661,24.04.2022,16:53:08,20.3,0,0,48.7,36.2,9.7,25.9,25.9,0.0,21.0,
662,24.04.2022,16:53:48,20.3,0,0,16.8,39.2,3.8,25.9,25.9,0.0,21.0,
663,24.04.2022,16:54:28,20.3,0,0,16.7,40.3,3.9,25.9,25.9,0.0,21.0,
664,24.04.2022,16:55:08,20.3,0,0,57.8,41.3,2.0,25.9,25.9,0.0,21.0,
665,24.04.2022,16:55:48,20.3,0,0,0.0,38.9,1.8,25.9,25.9,0.0,21.0,
666,24.04.2022,16:56:28,20.3,0,0,0.0,37.3,1.4,25.9,25.9,0.0,21.0,
667,24.04.2022,16:57:08,20.3,0,0,0.0,35.8,1.3,25.9,25.9,0.0,21.0,
668,24.04.2022,16:57:48,20.3,0,0,0.0,34.7,1.1,25.9,25.9,0.0,21.0,
669,24.04.2022,16:58:28,20.3,0,0,0.0,33.7,0.9,25.9,25.9,0.0,21.0,
670,24.04.2022,16:59:08,20.3,0,0,0.0,33.0,0.8,25.9,25.9,0.0,21.0,
671,24.04.2022,16:59:48,20.4,0,0,0.0,32.3,0.7,25.9,25.9,0.0,21.0,
672,24.04.2022,17:00:28,20.4,0,0,0.0,31.8,0.6,25.9,25.9,0.0,21.0,
673,24.04.2022,17:01:08,20.3,0,0,0.0,31.4,0.6,25.9,25.9,0.0,21.0,
674,24.04.2022,17:01:48,20.4,0,0,0.0,31.0,0.5,25.9,25.9,0.0,21.0,
675,24.04.2022,17:02:28,20.4,0,0,0.0,30.8,0.4,25.9,25.9,0.0,21.0,
676,24.04.2022,17:03:08,20.4,0,0,60.1,31.6,1.2,25.9,25.9,0.0,21.0,
677,24.04.2022,17:03:48,20.4,0,0,17.3,39.1,5.2,25.9,25.9,0.0,21.0,
678,24.04.2022,17:04:28,20.4,0,0,16.6,39.9,3.8,25.9,25.9,0.0,21.0,
679,24.04.2022,17:05:08,20.3,0,0,16.6,40.8,4.0,25.9,25.9,0.0,21.0,
680,24.04.2022,17:05:48,20.3,0,0,0.0,39.6,2.4,25.9,25.9,0.0,21.0,
681,24.04.2022,17:06:28,20.3,0,0,0.0,37.3,1.3,25.9,25.9,0.0,21.0,
682,24.04.2022,17:07:08,20.3,0,0,0.0,36.0,1.3,25.9,25.9,0.0,21.0,
683,24.04.2022,17:07:48,20.3,0,0,0.0,34.8,1.1,25.9,25.9,0.0,21.0,
684,24.04.2022,17:08:28,20.3,0,0,0.0,33.8,1.0,25.9,25.9,0.0,21.0,
685,24.04.2022,17:09:08,20.3,0,0,0.0,33.0,0.8,25.9,25.9,0.0,21.0,
686,24.04.2022,17:09:48,20.3,0,0,0.0,32.4,0.7,25.9,25.9,0.0,21.0,
687,24.04.2022,17:10:28,20.3,0,0,0.0,31.9,0.6,25.9,25.9,0.0,21.0,
688,24.04.2022,17:11:08,20.3,0,0,0.0,31.5,0.6,25.9,25.9,0.0,21.0,
689,24.04.2022,17:11:48,20.3,0,0,0.0,31.1,0.5,25.9,25.9,0.0,21.0,
690,24.04.2022,17:12:28,20.3,0,0,0.0,30.8,0.4,25.9,25.9,0.0,21.0,
691,24.04.2022,17:13:08,20.3,0,0,59.2,30.5,0.7,25.9,25.9,0.0,21.0,
692,24.04.2022,17:13:48,20.3,0,0,18.8,38.7,5.3,25.9,25.9,0.0,21.0,
693,24.04.2022,17:14:28,20.3,0,0,16.7,39.8,3.8,25.9,25.9,0.0,21.0,
694,24.04.2022,17:15:08,20.3,0,0,16.7,40.7,4.0,25.9,25.9,0.0,21.0,
695,24.04.2022,17:15:48,20.3,0,0,0.0,40.5,3.0,25.9,25.9,0.0,21.0,
696,24.04.2022,17:16:28,20.3,0,0,0.0,37.5,1.2,25.9,25.9,0.0,21.0,
697,24.04.2022,17:17:08,20.3,0,0,0.0,36.3,1.4,25.9,25.9,0.0,21.0,
698,24.04.2022,17:17:48,20.3,0,0,0.0,35.0,1.1,25.9,25.9,0.0,21.0,
699,24.04.2022,17:18:28,20.2,0,0,0.0,34.0,1.0,25.9,25.9,0.0,21.0,
700,24.04.2022,17:19:08,20.2,0,0,0.0,33.2,0.8,25.9,25.9,0.0,21.0,
701,24.04.2022,17:19:48,20.2,0,0,0.0,32.6,0.7,25.9,25.9,0.0,21.0,
702,24.04.2022,17:20:28,20.2,0,0,0.0,32.1,0.6,25.9,25.9,0.0,21.0,
703,24.04.2022,17:21:08,20.0,0,0,0.0,31.6,0.6,25.9,25.9,0.0,21.0,
704,24.04.2022,17:21:48,20.0,0,0,0.0,31.2,0.5,25.9,25.9,0.0,21.0,
705,24.04.2022,17:22:28,20.0,0,0,0.0,30.9,0.5,25.9,25.9,0.0,21.0,
706,24.04.2022,17:23:08,20.0,0,0,0.0,30.6,0.4,25.9,25.9,0.0,21.0,
707,24.04.2022,17:23:48,19.9,0,0,27.7,37.5,8.4,25.9,25.9,0.0,21.0,
708,24.04.2022,17:24:28,19.9,0,0,16.8,39.5,4.0,25.9,25.9,0.0,21.0,
709,24.04.2022,17:25:08,19.9,0,0,16.6,40.3,3.9,25.9,25.9,0.0,21.0,
710,24.04.2022,17:25:48,19.8,0,0,1.1,41.0,3.0,25.9,25.9,0.0,21.0,
711,24.04.2022,17:26:28,19.8,0,0,0.0,37.8,1.3,25.9,25.9,0.0,21.0,
712,24.04.2022,17:27:08,19.8,0,0,0.0,36.5,1.5,25.9,25.9,0.0,21.0,
713,24.04.2022,17:27:48,19.8,0,0,0.0,35.0,1.1,25.9,25.9,0.0,21.0,
714,24.04.2022,17:28:28,19.8,0,0,0.0,34.0,1.0,25.9,25.9,0.0,21.0,
715,24.04.2022,17:29:08,19.7,0,0,0.0,33.2,0.9,25.9,25.9,0.0,21.0,
716,24.04.2022,17:29:48,19.7,0,0,0.0,32.5,0.8,25.9,25.9,0.0,21.0,
717,24.04.2022,17:30:28,19.7,0,0,0.0,32.0,0.7,25.9,25.9,0.0,21.0,
718,24.04.2022,17:31:08,19.6,0,0,0.0,31.5,0.6,25.9,25.9,0.0,21.0,
719,24.04.2022,17:31:48,19.6,0,0,0.0,31.1,0.5,25.9,25.9,0.0,21.0,
720,24.04.2022,17:32:28,19.6,0,0,60.1,31.1,1.3,25.9,25.9,0.0,21.0,
721,24.04.2022,17:33:08,19.6,0,0,17.4,39.2,5.4,25.9,25.9,0.0,21.0,
722,24.04.2022,17:33:48,19.6,0,0,16.7,39.9,3.9,25.9,25.9,0.0,21.0,
723,24.04.2022,17:34:28,19.5,0,0,16.6,40.7,4.1,25.9,25.9,0.0,21.0,
724,24.04.2022,17:35:08,19.5,0,0,0.0,39.7,2.8,25.9,25.9,0.0,21.0,
725,24.04.2022,17:35:48,19.5,0,0,0.0,37.1,1.3,25.9,25.9,0.0,21.0,
726,24.04.2022,17:36:28,19.5,0,0,0.0,35.7,1.4,25.9,25.9,0.0,21.0,
727,24.04.2022,17:37:08,19.5,0,0,0.0,34.4,1.1,25.9,25.9,0.0,21.0,
728,24.04.2022,17:37:48,19.5,0,0,0.0,33.4,1.0,25.9,25.9,0.0,21.0,
729,24.04.2022,17:38:28,19.6,0,0,0.0,32.6,0.8,25.9,25.9,0.0,21.0,
730,24.04.2022,17:39:08,19.6,0,0,0.0,32.0,0.7,25.9,25.9,0.0,21.0,
731,24.04.2022,17:39:48,19.6,0,0,0.0,31.4,0.6,25.9,25.9,0.0,21.0,
732,24.04.2022,17:40:28,19.6,0,0,0.0,31.0,0.6,25.9,25.9,0.0,21.0,
733,24.04.2022,17:41:08,19.6,0,0,24.3,38.1,6.2,25.9,25.9,0.0,21.0,
734,24.04.2022,17:41:48,19.6,0,0,16.5,39.7,4.1,25.9,25.9,0.0,21.0,
735,24.04.2022,17:42:28,19.6,0,0,16.6,40.4,4.1,25.9,25.9,0.0,21.0,
736,24.04.2022,17:43:08,19.6,0,0,0.0,40.7,3.3,25.9,25.9,0.0,21.0,
737,24.04.2022,17:43:48,19.7,0,0,0.0,37.5,1.3,25.9,25.9,0.0,21.0,
738,24.04.2022,17:44:28,19.7,0,0,0.0,36.2,1.6,25.9,25.9,0.0,21.0,
739,24.04.2022,17:45:08,19.7,0,0,0.0,34.7,1.2,25.9,25.9,0.0,21.0,
740,24.04.2022,17:45:48,19.7,0,0,0.0,33.7,1.1,25.9,25.9,0.0,21.0,
741,24.04.2022,17:46:28,19.7,0,0,0.0,32.8,0.9,25.9,25.9,0.0,21.0,
742,24.04.2022,17:47:08,19.7,0,0,0.0,32.1,0.8,25.9,25.9,0.0,21.0,
743,24.04.2022,17:47:48,19.6,0,0,0.0,31.5,0.7,25.9,25.9,0.0,21.0,
744,24.04.2022,17:48:28,19.6,0,0,0.0,31.0,0.6,25.9,25.9,0.0,21.0,
745,24.04.2022,17:49:08,19.6,0,0,25.0,37.9,6.4,25.9,25.9,0.0,21.0,
746,24.04.2022,17:49:48,19.6,0,0,16.8,39.7,4.2,25.9,25.9,0.0,21.0,
747,24.04.2022,17:50:28,19.6,0,0,16.7,40.5,4.1,25.9,25.9,0.0,21.0,
748,24.04.2022,17:51:08,19.5,0,0,0.0,41.0,3.3,25.9,25.9,0.0,21.0,
749,24.04.2022,17:51:48,19.5,0,0,0.0,37.8,1.2,25.9,25.9,0.0,21.0,
750,24.04.2022,17:52:28,19.5,0,0,0.0,36.5,1.5,25.9,25.9,0.0,21.0,
751,24.04.2022,17:53:08,19.4,0,0,0.0,35.1,1.1,25.9,25.9,0.0,21.0,
752,24.04.2022,17:53:48,19.4,0,0,0.0,34.1,1.1,25.9,25.9,0.0,21.0,
753,24.04.2022,17:54:28,19.4,0,0,0.0,33.2,0.9,25.9,25.9,0.0,21.0,
754,24.04.2022,17:55:08,19.4,0,0,0.0,32.5,0.8,25.9,25.9,0.0,21.0,
755,24.04.2022,17:55:48,19.4,0,0,0.0,31.9,0.7,25.9,25.9,0.0,21.0,
756,24.04.2022,17:56:28,19.4,0,0,0.0,31.4,0.6,25.9,25.9,0.0,21.0,
757,24.04.2022,17:57:08,19.4,0,0,59.8,31.0,0.9,25.9,25.9,0.0,21.0,
758,24.04.2022,17:57:48,19.4,0,0,18.3,39.1,5.4,25.9,25.9,0.0,21.0,
759,24.04.2022,17:58:28,19.4,0,0,16.7,40.0,3.9,25.9,25.9,0.0,21.0,
760,24.04.2022,17:59:08,19.3,0,0,16.7,40.9,4.1,25.9,25.9,0.0,21.0,
761,24.04.2022,17:59:48,19.4,0,0,0.0,40.4,3.0,25.9,25.9,0.0,21.0,
762,24.04.2022,18:00:28,19.3,0,0,0.0,37.5,1.2,25.9,25.9,0.0,21.0,
763,24.04.2022,18:01:08,19.3,0,0,0.0,36.2,1.5,25.9,25.9,0.0,21.0,
764,24.04.2022,18:01:48,19.3,0,0,0.0,34.9,1.1,25.9,25.9,0.0,21.0,
765,24.04.2022,18:02:28,19.2,0,0,0.0,34.0,1.0,25.9,25.9,0.0,21.0,
766,24.04.2022,18:03:08,19.2,0,0,0.0,33.1,0.9,25.9,25.9,0.0,21.0,
767,24.04.2022,18:03:48,19.2,0,0,0.0,32.4,0.8,25.9,25.9,0.0,21.0,
768,24.04.2022,18:04:28,19.1,0,0,0.0,31.9,0.7,25.9,25.9,0.0,21.0,
769,24.04.2022,18:05:08,19.1,0,0,0.0,31.4,0.6,25.9,25.9,0.0,21.0,
770,24.04.2022,18:05:48,19.1,0,0,38.3,37.9,12.6,25.9,25.9,0.0,21.0,
771,24.04.2022,18:06:28,19.1,0,0,16.7,39.8,3.8,25.9,25.9,0.0,21.0,
772,24.04.2022,18:07:08,19.0,0,0,16.6,40.7,4.0,25.9,25.9,0.0,21.0,
773,24.04.2022,18:07:48,19.0,0,0,23.3,41.7,1.9,25.9,25.9,0.0,21.0,
774,24.04.2022,18:08:28,19.0,0,0,0.0,38.7,1.6,25.9,25.9,0.0,21.0,
775,24.04.2022,18:09:08,18.9,0,0,0.0,37.2,1.5,25.9,25.9,0.0,21.0,
776,24.04.2022,18:09:48,18.9,0,0,0.0,35.7,1.2,25.9,25.9,0.0,21.0,
777,24.04.2022,18:10:28,18.9,0,0,0.0,34.7,1.1,25.9,25.9,0.0,21.0,
778,24.04.2022,18:11:08,18.9,0,0,0.0,33.7,1.0,25.9,25.9,0.0,21.0,
779,24.04.2022,18:11:48,18.9,0,0,0.0,33.0,0.8,25.9,25.9,0.0,21.0,
780,24.04.2022,18:12:28,18.9,0,0,0.0,32.4,0.7,25.9,25.9,0.0,21.0,
781,24.04.2022,18:13:08,18.9,0,0,0.0,31.8,0.6,25.9,25.9,0.0,21.0,
782,24.04.2022,18:13:48,18.9,0,0,56.2,34.6,6.0,25.9,25.9,0.0,21.0,
783,24.04.2022,18:14:28,18.9,0,0,16.8,39.8,4.4,25.9,25.9,0.0,21.0,
784,24.04.2022,18:15:08,18.9,0,0,16.6,40.7,4.1,25.9,25.9,0.0,21.0,
785,24.04.2022,18:15:48,18.8,0,0,45.4,41.5,4.1,25.9,25.9,0.0,21.0,
786,24.04.2022,18:16:28,18.8,0,0,0.0,39.7,2.2,25.9,25.9,0.0,21.0,
787,24.04.2022,18:17:08,18.8,0,0,0.0,37.7,1.4,25.9,25.9,0.0,21.0,
788,24.04.2022,18:17:48,18.8,0,0,0.0,36.3,1.3,25.9,25.9,0.0,21.0,
789,24.04.2022,18:18:28,18.8,0,0,0.0,35.1,1.1,25.9,25.9,0.0,21.0,
790,24.04.2022,18:19:08,18.8,0,0,0.0,34.1,1.0,25.9,25.9,0.0,21.0,
791,24.04.2022,18:19:48,18.8,0,0,0.0,33.3,0.9,25.9,25.9,0.0,21.0,
792,24.04.2022,18:20:28,18.8,0,0,0.0,32.6,0.8,25.9,25.9,0.0,21.0,
793,24.04.2022,18:21:08,18.8,0,0,0.0,32.0,0.7,25.9,25.9,0.0,21.0,
794,24.04.2022,18:21:48,18.8,0,0,0.0,31.6,0.6,25.9,25.9,0.0,21.0,
795,24.04.2022,18:22:28,18.8,0,0,23.5,38.7,5.9,25.9,25.9,0.0,21.0,
796,24.04.2022,18:23:08,18.8,0,0,16.8,40.3,4.1,25.9,25.9,0.0,21.0,
797,24.04.2022,18:23:48,18.8,0,0,16.6,41.1,4.1,25.9,25.9,0.0,21.0,
798,24.04.2022,18:24:28,18.8,0,0,0.0,41.4,3.3,25.9,25.9,0.0,21.0,
799,24.04.2022,18:25:08,18.7,0,0,0.0,38.2,1.2,25.9,25.9,0.0,21.0,
800,24.04.2022,18:25:48,18.7,0,0,0.0,37.0,1.5,25.9,25.9,0.0,21.0,
801,24.04.2022,18:26:28,18.7,0,0,0.0,35.6,1.1,25.9,25.9,0.0,21.0,
802,24.04.2022,18:27:08,18.7,0,0,0.0,34.6,1.1,25.9,25.9,0.0,21.0,
803,24.04.2022,18:27:48,18.7,0,0,0.0,33.7,0.9,25.9,25.9,0.0,21.0,
804,24.04.2022,18:28:28,18.7,0,0,0.0,33.0,0.8,25.9,25.9,0.0,21.0,
805,24.04.2022,18:29:08,18.7,0,0,0.0,32.4,0.7,25.9,25.9,0.0,21.0,
806,24.04.2022,18:29:48,18.6,0,0,0.0,31.8,0.6,25.9,25.9,0.0,21.0,
807,24.04.2022,18:30:28,18.7,0,0,50.0,39.7,7.3,25.9,25.9,0.0,21.0,
808,24.04.2022,18:31:08,18.7,0,0,18.2,45.9,6.4,25.9,25.9,0.0,21.0,
809,24.04.2022,18:31:48,18.6,0,0,0.0,45.1,4.2,25.9,25.9,0.0,21.0,
810,24.04.2022,18:32:28,18.6,0,0,0.0,40.8,1.4,25.9,25.9,0.0,21.0,
811,24.04.2022,18:33:08,18.7,0,0,0.0,39.1,1.9,25.9,25.9,0.0,21.0,
812,24.04.2022,18:33:48,18.7,0,0,0.0,37.2,1.3,25.9,25.9,0.0,21.0,
813,24.04.2022,18:34:28,18.7,0,0,0.0,35.9,1.2,25.9,25.9,0.0,21.0,
814,24.04.2022,18:35:08,18.7,0,0,0.0,34.7,1.0,25.9,25.9,0.0,21.0,
815,24.04.2022,18:35:48,18.7,0,0,0.0,33.8,0.9,25.9,25.9,0.0,21.0,
816,24.04.2022,18:36:28,18.7,0,0,0.0,33.0,0.8,25.9,25.9,0.0,21.0,
817,24.04.2022,18:37:08,18.7,0,0,0.0,32.4,0.7,25.9,25.9,0.0,21.0,
818,24.04.2022,18:37:48,18.8,0,0,0.0,31.8,0.6,25.9,25.9,0.0,21.0,
819,24.04.2022,18:38:28,18.8,0,0,30.3,38.4,10.8,25.9,25.9,0.0,21.0,
820,24.04.2022,18:39:08,18.8,0,0,16.7,40.2,3.9,25.9,25.9,0.0,21.0,
821,24.04.2022,18:39:48,18.8,0,0,16.7,41.0,4.1,25.9,25.9,0.0,21.0,
822,24.04.2022,18:40:28,18.8,0,0,5.6,41.7,2.6,25.9,25.9,0.0,21.0,
823,24.04.2022,18:41:08,18.8,0,0,0.0,38.4,1.4,25.9,25.9,0.0,21.0,
824,24.04.2022,18:41:48,18.8,0,0,0.0,37.1,1.5,25.9,25.9,0.0,21.0,
825,24.04.2022,18:42:28,18.9,0,0,0.0,35.6,1.1,25.9,25.9,0.0,21.0,
826,24.04.2022,18:43:08,18.9,0,0,0.0,34.6,1.1,25.9,25.9,0.0,21.0,
827,24.04.2022,18:43:48,18.9,0,0,0.0,33.7,0.9,25.9,25.9,0.0,21.0,
828,24.04.2022,18:44:28,18.9,0,0,0.0,32.9,0.8,25.9,25.9,0.0,21.0,
829,24.04.2022,18:45:08,18.9,0,0,0.0,32.3,0.7,25.9,25.9,0.0,21.0,
830,24.04.2022,18:45:48,18.9,0,0,0.0,31.8,0.6,25.9,25.9,0.0,21.0,
831,24.04.2022,18:46:28,18.9,0,0,24.4,38.7,6.9,25.9,25.9,0.0,21.0,
832,24.04.2022,18:47:08,18.9,0,0,16.7,40.4,4.2,25.9,25.9,0.0,21.0,
833,24.04.2022,18:47:48,18.9,0,0,16.7,41.2,4.1,25.9,25.9,0.0,21.0,
834,24.04.2022,18:48:28,18.9,0,0,0.0,41.6,3.3,25.9,25.9,0.0,21.0,
835,24.04.2022,18:49:08,18.9,0,0,0.0,38.3,1.2,25.9,25.9,0.0,21.0,
836,24.04.2022,18:49:48,18.9,0,0,0.0,37.1,1.5,25.9,25.9,0.0,21.0,
837,24.04.2022,18:50:28,18.9,0,0,0.0,35.7,1.1,25.9,25.9,0.0,21.0,
838,24.04.2022,18:51:08,18.9,0,0,0.0,34.7,1.0,25.9,25.9,0.0,21.0,
839,24.04.2022,18:51:48,18.9,0,0,0.0,33.8,0.9,25.9,25.9,0.0,21.0,
840,24.04.2022,18:52:28,18.9,0,0,0.0,33.1,0.8,25.9,25.9,0.0,21.0,
841,24.04.2022,18:53:08,18.9,0,0,0.0,32.5,0.7,25.9,25.9,0.0,21.0,
842,24.04.2022,18:53:48,18.9,0,0,0.0,32.0,0.6,25.9,25.9,0.0,21.0,
843,24.04.2022,18:54:28,18.9,0,0,38.5,38.1,12.2,25.9,25.9,0.0,21.0,
844,24.04.2022,18:55:08,18.8,0,0,16.7,40.1,3.8,25.9,25.9,0.0,21.0,
845,24.04.2022,18:55:48,18.8,0,0,16.7,41.1,4.0,25.9,25.9,0.0,21.0,
846,24.04.2022,18:56:28,18.8,0,0,23.8,42.0,1.9,25.9,25.9,0.0,21.0,
847,24.04.2022,18:57:08,18.8,0,0,0.0,39.1,1.6,25.9,25.9,0.0,21.0,
848,24.04.2022,18:57:48,18.8,0,0,0.0,37.7,1.4,25.9,25.9,0.0,21.0,
849,24.04.2022,18:58:28,18.8,0,0,0.0,36.2,1.2,25.9,25.9,0.0,21.0,
850,24.04.2022,18:59:08,18.8,0,0,0.0,35.1,1.1,25.9,25.9,0.0,21.0,
851,24.04.2022,18:59:48,18.8,0,0,0.0,34.2,0.9,25.9,25.9,0.0,21.0,
852,24.04.2022,19:00:28,18.8,0,0,0.0,33.5,0.8,25.9,25.9,0.0,21.0,
853,24.04.2022,19:01:08,18.7,0,0,0.0,32.9,0.7,25.9,25.9,0.0,21.0,
854,24.04.2022,19:01:48,18.7,0,0,0.0,32.3,0.6,25.9,25.9,0.0,21.0,
855,24.04.2022,19:02:28,18.7,0,0,0.0,31.9,0.6,25.9,25.9,0.0,21.0,
856,24.04.2022,19:03:08,18.7,0,0,26.3,38.5,7.9,25.9,25.9,0.0,21.0,
857,24.04.2022,19:03:48,18.6,0,0,16.7,40.4,4.0,25.9,25.9,0.0,21.0,
858,24.04.2022,19:04:28,18.6,0,0,16.6,41.2,4.0,25.9,25.9,0.0,21.0,
859,24.04.2022,19:05:08,18.6,0,0,0.0,41.8,3.2,25.9,25.9,0.0,21.0,
860,24.04.2022,19:05:48,18.6,0,0,0.0,38.6,1.3,25.9,25.9,0.0,21.0,
861,24.04.2022,19:06:28,18.6,0,0,0.0,37.3,1.5,25.9,25.9,0.0,21.0,
862,24.04.2022,19:07:08,18.6,0,0,0.0,35.9,1.1,25.9,25.9,0.0,21.0,
863,24.04.2022,19:07:48,18.6,0,0,0.0,34.9,1.0,25.9,25.9,0.0,21.0,
864,24.04.2022,19:08:28,18.6,0,0,0.0,34.0,0.9,25.9,25.9,0.0,21.0,
865,24.04.2022,19:09:08,18.6,0,0,0.0,33.3,0.8,25.9,25.9,0.0,21.0,
866,24.04.2022,19:09:48,18.5,0,0,0.0,32.7,0.7,25.9,25.9,0.0,21.0,
867,24.04.2022,19:10:28,18.5,0,0,0.0,32.1,0.6,25.9,25.9,0.0,21.0,
868,24.04.2022,19:11:08,18.5,0,0,59.8,31.8,0.9,25.9,25.9,0.0,21.0,
869,24.04.2022,19:11:48,18.5,0,0,17.7,39.8,5.4,25.9,25.9,0.0,21.0,
870,24.04.2022,19:12:28,18.5,0,0,16.7,40.7,4.0,25.9,25.9,0.0,21.0,
871,24.04.2022,19:13:08,18.5,0,0,16.7,41.5,4.1,25.9,25.9,0.0,21.0,
872,24.04.2022,19:13:48,18.5,0,0,0.0,40.7,2.7,25.9,25.9,0.0,21.0,
873,24.04.2022,19:14:28,18.5,0,0,0.0,38.0,1.3,25.9,25.9,0.0,21.0,
